conversation_id,total_mensajes,motivos_no_pago,ofertas_asesor,argumentos_asesor,acuerdo_pago,fecha_compromiso,csat_declarado,score_satisfaccion,tono_cliente,tono_asesor,requiere_escalamiento,resumen_conversacion,modelo_llm
CONV_00001071,22,['salud'],[],"['evitar_reporte', 'evitar_gastos', 'empatia_y_apoyo']",1,primera semana de agosto,,30,frustrado,empatico,False,"Cliente solicita traslado de cuota debido a emergencia de salud de su hija. El asesor niega el alivio financiero por negociaciones previas y sugiere abonos, advirtiendo sobre reportes negativos. El cliente finaliza frustrado por las advertencias del asesor, aunque manifiesta intención de pago para agosto.",ollama/gemma4:31b-cloud
CONV_00001072,35,['falta_liquidez'],[],[],1,entre lunes y miércoles,,90,colaborativo,neutral,False,Cliente contacta para validar el estado de sus tarjetas en mora y evitar la pérdida de cupos. Manifiesta no tener liquidez inmediata pero se compromete a pagar entre lunes y miércoles. El asesor registra el compromiso y proporciona los canales de pago.,ollama/gemma4:31b-cloud
CONV_00001073,60,['falta_liquidez'],['extension_plazo'],['evitar_reporte'],0,,,70,colaborativo,neutral,False,"Cliente contacta para normalizar cartera de préstamos personales debido a falta de liquidez a largo plazo. El asesor propone una extensión de plazo y traslado de cuotas, pero no logra radicar la negociación por cierre de horario. Se agenda llamada telefónica para el día siguiente a las 11:15 AM para concretar el acuerdo.",ollama/gemma4:31b-cloud
CONV_00001074,27,['disputa_saldo_o_cobro'],[],"['evitar_reporte', 'evitar_gastos']",0,,,0,frustrado,presionador,True,"Cliente contacta por exceso de llamadas de cobro sobre un crédito de libranza. Manifiesta que el pago es responsabilidad de la empresa y no reconoce la mora. El asesor indica los riesgos de reporte y proporciona canales de pago, pero no resuelve la disputa del origen de la mora.",ollama/gemma4:31b-cloud
CONV_00001075,24,['pago_ya_realizado'],[],[],0,,6.0,83,colaborativo,neutral,True,El cliente contacta al asesor para informar que ya realizó el pago de su crédito el día 21. Envía el comprobante en PDF para validación y el asesor registra la información para actualización. El caso finaliza con el cliente confirmando que no realizó un acuerdo de pago sino un pago directo.,ollama/gemma4:31b-cloud
CONV_00001076,27,['consulta_o_tramite'],[],"['evitar_reporte', 'evitar_gastos', 'beneficio_inmediato']",1,31,,80,colaborativo,neutral,False,Cliente contacta para consultar sobre el desbloqueo de su tarjeta y la cancelación de una amparada. El asesor informa la mora actual y el cliente acuerda realizar el pago el día 31 vía PSE.,ollama/gemma4:31b-cloud
CONV_00001077,48,['desempleo'],['extension_plazo'],['evitar_reporte'],1,29 de agosto,,80,colaborativo,neutral,False,"Cliente manifiesta desempleo desde abril y dificultad económica. El asesor ofrece un traslado de cuotas al final del crédito sujeto a un abono mínimo. El cliente acepta intentar realizar el pago para el día 29, aunque la sesión finaliza abruptamente por desconexión.",ollama/gemma4:31b-cloud
CONV_00001078,39,['pago_ya_realizado'],[],[],1,hoy mismo,7.0,100,colaborativo,neutral,True,Cliente contacta para seguimiento de proceso de normalización. Informa haber realizado ya el pago de un crédito de vivienda adjuntando comprobante y se compromete a pagar el préstamo personal hoy mismo. El caso requiere escalamiento para validar el pago ya realizado.,ollama/gemma4:31b-cloud
CONV_00001079,84,"['priorizacion_otros_gastos', 'disputa_saldo_o_cobro']",['extension_plazo'],['beneficio_inmediato'],0,,,10,frustrado,neutral,True,Cliente presenta mora por pago de universidad y manifiesta frustración ya que el saldo de su deuda no disminuye a pesar de los pagos. El asesor ofrece un traslado de cuotas al final del crédito para estabilizar al cliente. El cliente acepta la alternativa y queda a la espera de validación en 5-7 días.,ollama/gemma4:31b-cloud
CONV_00001080,28,['pago_ya_realizado'],[],[],0,,,0,frustrado,neutral,True,"El cliente afirma haber realizado el pago hace 8 días y envía el comprobante PDF. El asesor valida en sistema que el pago no registra, generando una disputa de saldo. La conversación finaliza sin resolución tras el cierre automático del bot.",ollama/gemma4:31b-cloud
CONV_00001081,21,['disputa_saldo_o_cobro'],[],[],0,,,0,frustrado,neutral,True,Cliente contacta para informar que no pagará la totalidad de la deuda debido a un cobro erróneo de una póliza de seguro ya sustituida. El cliente condiciona el pago a la corrección del extracto. La conversación termina abruptamente sin confirmación de pago por parte del cliente.,ollama/gemma4:31b-cloud
CONV_00001082,21,['desconexion_o_rebote'],[],"['evitar_reporte', 'evitar_gastos']",1,miércoles 29,,100,colaborativo,neutral,False,El cliente contacta proactivamente para realizar el pago de su crédito personal. No presenta objeciones y acepta la fecha de pago propuesta por el asesor para el día 29. El resultado es un compromiso de pago exitoso vía PSE.,ollama/gemma4:31b-cloud
CONV_00001083,24,['falta_liquidez'],[],['evitar_gastos'],1,Lunes,,40,colaborativo,ineficaz,False,Cliente contacta para conciliación de deuda de tarjeta de crédito. Manifiesta falta de liquidez inmediata pero propone pagar el lunes. El asesor rechaza el acuerdo inicial por fecha inválida pero finaliza la gestión sin formalizar la promesa del lunes.,ollama/gemma4:31b-cloud
CONV_00001084,37,"['disputa_saldo_o_cobro', 'desempleo']",[],"['evitar_reporte', 'empatia_y_apoyo']",1,Lunes 27,,20,frustrado,empatico,True,Cliente cuestiona el incremento excesivo de su cuota mensual y manifiesta estar desempleado. El asesor explica que es un ajuste por traslado de cuotas y no ofrece alivios adicionales. El cliente acuerda realizar un abono parcial el lunes 27.,ollama/gemma4:31b-cloud
CONV_00001085,29,"['pago_ya_realizado', 'consulta_o_tramite']",[],[],0,,,50,colaborativo,neutral,True,"El cliente contacta para informar que ya realizó el pago el martes y adjunta el comprobante vía PSE. Posteriormente, solicita información detallada sobre los intereses y fechas de su crédito, pero el asesor lo deriva a la línea de servicio al cliente.",ollama/gemma4:31b-cloud
CONV_00001086,25,['consulta_o_tramite'],[],['evitar_reporte'],1,30,6.0,83,colaborativo,neutral,False,"El cliente contacta para consultar el saldo pendiente de su crédito personal. Tras la validación de datos, el cliente establece un compromiso de pago para el día 30 a través de la app. El asesor registra la fecha advirtiendo sobre la continuidad de la mora y el riesgo de reporte.",ollama/gemma4:31b-cloud
CONV_00001087,22,['pago_ya_realizado'],[],[],0,,,60,neutral,neutral,True,El cliente contacta para consultar el motivo de un mensaje de cobro. Informa que ya realizó el pago y envía el comprobante. El asesor valida el pago en sistema y cierra la gestión.,ollama/gemma4:31b-cloud
CONV_00001088,30,['pago_ya_realizado'],[],[],0,,,60,neutral,neutral,True,"El cliente contacta para solicitar información sobre su deuda. Informa que ya realizó el pago el día anterior y envía el soporte, el cual es validado por el asesor. Finalmente, el cliente consulta sobre el monto facturado y el destino de su abono, quedando satisfecho con la explicación.",ollama/gemma4:31b-cloud
CONV_00001089,61,['priorizacion_otros_gastos'],['extension_plazo'],['evitar_reporte'],0,,,90,colaborativo,neutral,False,Cliente con mora baja solicita opciones de pago debido a gastos imprevistos. El asesor ofrece un traslado de cuotas al final del crédito sujeto a comité. El cliente acepta las condiciones y proporciona sus datos financieros para el trámite.,ollama/gemma4:31b-cloud
CONV_00001090,80,['falta_liquidez'],"['refinanciacion', 'extension_plazo']",['evitar_reporte'],1,30,,90,colaborativo,neutral,False,"Cliente con mora baja presenta falta de liquidez temporal por retrasos en sus propios cobros. El asesor ofrece refinanciación y traslado de cuotas al final del crédito, pero el cliente prefiere pagar la cuota completa el día 30. La conversación finaliza sin completar la actualización de datos socioeconómicos porque el cliente se retira por estar manejando.",ollama/gemma4:31b-cloud
CONV_00001091,31,['disputa_saldo_o_cobro'],[],"['evitar_reporte', 'evitar_gastos', 'beneficio_inmediato']",0,,,0,frustrado,neutral,True,Cliente consulta cobro de crédito de libranza alegando que el préstamo ya fue cancelado mediante descuentos de nómina. El asesor insiste en la mora y finalmente deriva al cliente a servicio al cliente para solicitar una apersonación de deuda. No se llega a acuerdo de pago debido a la disputa del saldo.,ollama/gemma4:31b-cloud
CONV_00001092,53,"['pago_ya_realizado', 'disputa_saldo_o_cobro']",['refinanciacion'],"['evitar_reporte', 'evitar_gastos']",1,30 de PERSONA_0000108,,50,colaborativo,neutral,True,"Cliente consulta mora en crédito de libranza alegando que los descuentos de nómina de su anterior empleador no se reflejan en el banco. El asesor solicita soportes de pago y ofrece traslado de cuotas, pero el cliente prefiere pagar la cuota pendiente a fin de mes. Se acuerda validación de soportes y pago parcial el día 30.",ollama/gemma4:31b-cloud
CONV_00001093,28,['falta_liquidez'],[],"['evitar_reporte', 'evitar_gastos']",1,31,7.0,100,colaborativo,neutral,False,"El cliente contacta para informar que no pudo pagar el día 17 debido a que estaba de vacaciones. Propone pagar el día 31, fecha que el asesor considera muy distante para registrar un compromiso formal. El cliente finaliza la interacción con una valoración positiva de la atención.",ollama/gemma4:31b-cloud
CONV_00001094,22,['pago_ya_realizado'],[],[],1,Lunes,,80,colaborativo,neutral,True,El cliente contacta para validar su caso y reporta el pago de una de sus tarjetas. El asesor confirma la recepción del pago de la Visa y el cliente se compromete a pagar los productos restantes el lunes.,ollama/gemma4:31b-cloud
CONV_00001095,58,['priorizacion_otros_gastos'],['extension_plazo'],['evitar_reporte'],0,,,80,colaborativo,neutral,False,Cliente contacta para solicitar traslado de cuotas debido a gastos judiciales imprevistos. El asesor ofrece un traslado de 4 cuotas para el crédito #3149 con retorno de pagos en noviembre. El cliente acepta las condiciones y la solicitud queda sujeta a aprobación de comité.,ollama/gemma4:31b-cloud
CONV_00001096,37,['falta_liquidez'],[],[],0,,,80,colaborativo,neutral,False,"Cliente con mora en préstamo personal, vehículo y TC manifiesta dificultades financieras por reducción de ingresos debido a la tasa de cambio. Solicita una reestructuración de cuotas ya que no puede cubrir los montos actuales. Se acuerda una llamada telefónica para validar alternativas viables.",ollama/gemma4:31b-cloud
CONV_00001097,25,['priorizacion_otros_gastos'],['refinanciacion'],[],1,lunes,,80,colaborativo,neutral,False,Cliente con mora en tres créditos busca validar su caso y manifiesta incremento de gastos personales. Propone pagar un mes de cada crédito el lunes y normalizar el resto al día 30. La conversación finaliza sin confirmación final debido a desconexión del bot/cliente.,ollama/gemma4:31b-cloud
CONV_00001098,52,['consulta_o_tramite'],['refinanciacion'],[],1,29 de PERSONA_0000108,,90,neutral,neutral,False,El cliente solicita información específica sobre el valor de su cuota de junio para reducir días de mora. Rechaza la oferta de consolidación de crédito y acuerda pagar la cuota de junio hoy y la siguiente el día 29.,ollama/gemma4:31b-cloud
CONV_00001099,26,"['pago_ya_realizado', 'disputa_saldo_o_cobro']",['extension_plazo'],[],0,,0.0,0,frustrado,ineficaz,True,"El cliente contacta para reportar que ya realizó los pagos y solicita actualización de su estado de cuenta. El asesor ignora la reclamación y ofrece una reestructuración genérica, derivando finalmente al cliente a un tercero. El cliente finaliza muy insatisfecho calificando la experiencia con el puntaje más bajo.",ollama/gemma4:31b-cloud
CONV_00001100,26,['consulta_o_tramite'],[],[],0,,,80,colaborativo,neutral,False,"El cliente contacta para solicitar información detallada sobre sus saldos, fechas de vencimiento y tasas de interés de sus productos. El asesor proporciona la información solicitada y el cliente manifiesta intención de pago sin concretar una fecha. La sesión finaliza por desconexión del cliente.",ollama/gemma4:31b-cloud
CONV_00001101,20,['consulta_o_tramite'],[],[],1,hoy,,100,colaborativo,neutral,False,El cliente contacta para consultar el canal de pago de un plan de normalización ya aprobado. Manifiesta su intención de pagar el día de hoy y el asesor le proporciona los medios digitales y presenciales disponibles. La interacción finaliza con la resolución de la duda del cliente.,ollama/gemma4:31b-cloud
CONV_00001102,23,['disputa_saldo_o_cobro'],[],[],0,,,0,frustrado,ineficaz,True,Cliente contacta para consultar sobre su crédito de libranza. Manifiesta una disputa ya que se le realizaron descuentos mensuales inmediatos cuando el asesor le había prometido un periodo de gracia de 3 meses. La conversación termina sin resolución por parte del asesor y el bot cierra la sesión por inactividad.,ollama/gemma4:31b-cloud
CONV_00001103,27,['consulta_o_tramite'],[],[],1,29,,100,colaborativo,neutral,False,"El cliente contacta para consultar los canales de pago disponibles para su deuda. Tras validar sus datos y recibir la información, el cliente acuerda realizar el pago a más tardar el día 29.",ollama/gemma4:31b-cloud
CONV_00001104,20,['pago_ya_realizado'],[],[],0,,,0,indignado,neutral,True,"El banco contacta al cliente por mora en crédito de vehículo. El cliente manifiesta estar al día, adjunta soportes de pago de junio y amenaza con escalar a la Superfinanciera. El asesor notifica el caso en el sistema y la sesión finaliza.",ollama/gemma4:31b-cloud
CONV_00001105,21,['pago_ya_realizado'],[],[],0,,,50,colaborativo,neutral,True,El cliente es contactado por mora en crédito de vehículo. El cliente manifiesta que ya realizó el pago pero lo aplicó a otro producto y radicó una solicitud de traslado de fondos. El asesor confirma que el radicado está en proceso y el cliente queda a la espera de la respuesta.,ollama/gemma4:31b-cloud
CONV_00001106,21,['consulta_o_tramite'],[],[],0,,,70,neutral,neutral,False,"El cliente contacta para consultar el estado de sus cuotas pendientes de un crédito de vivienda. El asesor proporciona el saldo y los días de mora, pero el cliente deja de responder a las preguntas de pago. La sesión finaliza por desconexión del cliente.",ollama/gemma4:31b-cloud
CONV_00001107,47,"['pago_ya_realizado', 'disputa_saldo_o_cobro']",[],[],0,,,0,indignado,ineficaz,True,"El cliente es contactado por mora en crédito de vivienda, pero afirma que el pago ya fue realizado y proporciona soportes. El asesor indica que se trata de intereses corrientes pero no sabe explicarlos, derivando al cliente a un gerente de cuenta inexistente o inalcanzable. El cliente finaliza la conversación muy molesto por la falta de resolución y la mala calidad del servicio.",ollama/gemma4:31b-cloud
CONV_00001108,30,['desconexion_o_rebote'],[],[],1,martes,,80,colaborativo,neutral,False,"El cliente consulta sus saldos en mora y acepta pagar el martes. El asesor intenta confirmar el monto total y gestionar una cuota adicional, pero la conversación termina abruptamente tras una solicitud del cliente para modificar sus teléfonos.",ollama/gemma4:31b-cloud
CONV_00001109,38,['desempleo'],['extension_plazo'],['evitar_reporte'],0,,,80,colaborativo,neutral,False,Cliente en mora por desempleo solicita apoyo para normalizar su crédito de libre inversión. El asesor propone el traslado de cuotas vencidas al final del crédito para retomar pagos en agosto. El cliente acepta las condiciones y queda a la espera de la aprobación del comité.,ollama/gemma4:31b-cloud
CONV_00001110,22,['desconexion_o_rebote'],[],[],0,,,70,colaborativo,neutral,False,"El cliente contacta al banco interesado en normalizar dos obligaciones vencidas y menciona intención de pagar la próxima semana. El asesor detalla los saldos y propone una fecha específica, pero el cliente deja de responder. La conversación finaliza por desconexión del usuario.",ollama/gemma4:31b-cloud
CONV_00001111,27,['consulta_o_tramite'],[],[],0,,,10,frustrado,neutral,True,El cliente contacta para consultar el valor del seguro de su préstamo personal. Manifiesta inconformidad por el costo del seguro y desea cambiar de aseguradora para facilitar sus pagos. La conversación termina sin acuerdo de pago y con el cliente cuestionando las políticas del banco.,ollama/gemma4:31b-cloud
CONV_00001112,20,['falta_liquidez'],['derivacion_reclamos'],[],0,,,60,colaborativo,neutral,False,El cliente contacta para validar su caso y manifiesta capacidad de pago parcial inmediata y un saldo para mediados de agosto. El asesor redirige al cliente hacia el trámite del seguro de desempleo. La conversación termina abruptamente sin concretar una fecha exacta de pago.,ollama/gemma4:31b-cloud
CONV_00001113,65,['disputa_saldo_o_cobro'],"['refinanciacion', 'derivacion_reclamos']",['beneficio_inmediato'],1,28 de PERSONA_0000108,,50,neutral,neutral,True,"Cliente contacta para cancelar tarjeta debido a cobros de cuota de manejo que no reconoce como justos. El asesor ofrece unificar la deuda en un crédito, pero el cliente lo rechaza por el costo total. Finalmente, el cliente acepta realizar un pago para el día 28 vía PSE y es derivado a servicio al cliente para la exoneración de cuotas.",ollama/gemma4:31b-cloud
CONV_00001114,36,['consulta_o_tramite'],['fraccionamiento'],['beneficio_inmediato'],1,lunes 27/07,7.0,100,colaborativo,neutral,False,"El cliente contacta para validar su caso y solicita un plan de pagos mensuales. Tras evaluar opciones de fraccionamiento, el cliente acepta realizar un pago el próximo lunes para normalizar su situación. El resultado es un acuerdo de pago concreto para el 27/07.",ollama/gemma4:31b-cloud
CONV_00001115,24,"['pago_ya_realizado', 'disputa_saldo_o_cobro']",[],[],0,,,0,frustrado,neutral,True,El cliente contacta para validar su caso alegando que ya canceló el leasing y que existe un proceso de reclamación por siniestro. El asesor indica que aún hay saldos pendientes por opción de compra y sobregiro. La conversación finaliza sin acuerdo y con el cliente inconforme por la falta de constatación de sus pagos.,ollama/gemma4:31b-cloud
CONV_00001116,26,['falta_liquidez'],['extension_plazo'],['beneficio_inmediato'],1,mañana,,70,colaborativo,neutral,False,Cliente contacta para validar alternativas de pago por mora en crédito de libranza. El asesor propone trasladar cuotas al final del crédito y el cliente acepta realizar un abono el día de mañana. La conversación finaliza abruptamente antes de completar la captura de datos de titularidad.,ollama/gemma4:31b-cloud
CONV_00001117,24,['disputa_saldo_o_cobro'],[],[],0,,,20,neutral,neutral,True,"El cliente contacta para validar su caso de una libranza. Manifiesta que hubo un error en el valor descontado por nómina y que se normalizaría este mes. El asesor confirma que hubo un descuento parcial y solicita el pago del remanente por ventanilla, pero la conversación finaliza sin acuerdo.",ollama/gemma4:31b-cloud
CONV_00001118,22,['falta_liquidez'],[],[],1,27/07,,100,colaborativo,neutral,False,"El cliente contacta para validar su caso de deuda de tarjeta de crédito. Manifiesta no tener liquidez inmediata para el monto total, pero acepta el compromiso de pago para el día 27/07. El resultado es un acuerdo de pago confirmado.",ollama/gemma4:31b-cloud
CONV_00001119,69,['desempleo'],['fraccionamiento'],['beneficio_inmediato'],1,27/07,,100,colaborativo,neutral,False,Cliente con mora en tarjeta y crédito especial debido a reducción de ingresos laborales. El asesor ofrece diferir el saldo de la tarjeta a 24 meses y el cliente acepta. Se pacta pago del crédito hoy y la primera cuota de la negociación para el lunes 27/07.,ollama/gemma4:31b-cloud
CONV_00001120,77,['desempleo'],"['descuento', 'extension_plazo']",['evitar_reporte'],1,30 de PERSONA_00000108,,90,colaborativo,empatico,False,Cliente con mora en crédito de libranza debido a desempleo. Expresa intención de pago para el día 30 y acepta una propuesta de descuento sujeta a aprobación de comité. El asesor también orienta sobre el uso del seguro de desempleo.,ollama/gemma4:31b-cloud
CONV_00001121,45,"['falta_liquidez', 'desempleo']","['extension_plazo', 'refinanciacion']",['beneficio_inmediato'],1,octubre,7.0,100,colaborativo,neutral,False,Cliente presenta mora baja debido a afectación de ingresos familiares por situación laboral de su esposa. Solicita aplazar cuotas y el asesor ofrece el traslado de capital e intereses al final del crédito. El cliente acepta la reestructuración y se compromete a retomar pagos en octubre.,ollama/gemma4:31b-cloud
CONV_00001122,119,"['pago_ya_realizado', 'disputa_saldo_o_cobro']",[],"['evitar_reporte', 'evitar_gastos']",0,,6.0,83,frustrado,neutral,True,Cliente contacta para pagar pero manifiesta frustración por trabas en la validación y una devolución de seguro pendiente. El cliente termina realizando el pago total por la página del banco y envía el soporte. La experiencia final es negativa debido a un bucle infinito del bot en la encuesta de satisfacción.,ollama/gemma4:31b-cloud
CONV_00001123,25,['desconexion_o_rebote'],[],[],0,,,90,colaborativo,neutral,False,"El cliente contacta para validar su caso y proporciona sus datos de identificación. Solicita ser contactado vía telefónica a las 4:35. El asesor acepta la solicitud y acuerdan la llamada, finalizando la interacción en WhatsApp.",ollama/gemma4:31b-cloud
CONV_00001124,21,['pago_ya_realizado'],[],[],1,miércoles de esta semana y viernes,,50,colaborativo,neutral,True,"El cliente contacta para informar compromisos de pago previos y un abono ya realizado ayer por 3 millones. El asesor detalla saldos en mora de leasing, préstamo especial y vehículo. La sesión finaliza abruptamente por desconexión del cliente.",ollama/gemma4:31b-cloud
CONV_00001125,20,['consulta_o_tramite'],['extension_plazo'],[],0,,,70,colaborativo,neutral,False,"El cliente contacta para validar su caso y manifiesta su intención de acudir a una oficina física para buscar opciones de pago. El asesor propone trasladar la cuota al final del crédito, pero la conversación finaliza abruptamente por desconexión del cliente.",ollama/gemma4:31b-cloud
CONV_00001126,31,['pago_ya_realizado'],[],[],0,,7.0,100,colaborativo,neutral,True,"La sobrina del titular contacta al banco para reportar que el pago ya fue realizado desde España. El asesor solicita el poder legal para cargar el soporte al sistema, pero la cliente no lo tiene a mano en el momento. La sesión finaliza sin cargar el documento, quedando pendiente el envío del mismo.",ollama/gemma4:31b-cloud
CONV_00001127,46,"['disputa_saldo_o_cobro', 'pago_ya_realizado']",[],[],0,,,40,colaborativo,neutral,True,"El cliente contacta para consultar saldos pendientes de sus créditos. Manifiesta una disputa sobre el cobro de impuestos prediales que afirma ya haber pagado. El asesor discrimina los valores, pero la sesión finaliza sin un acuerdo de pago.",ollama/gemma4:31b-cloud
CONV_00001128,28,['desempleo'],[],['evitar_reporte'],1,mañana,,90,colaborativo,neutral,False,Cliente contacta para validar su caso reportando desempleo previo. Manifiesta incapacidad de pagar el total pero acuerda realizar un abono de 300 mil mañana en oficina. El asesor registra el compromiso advirtiendo que la mora persiste.,ollama/gemma4:31b-cloud
CONV_00001129,42,"['desempleo', 'falta_liquidez']","['refinanciacion', 'descuento', 'condonacion_intereses']",['beneficio_inmediato'],0,,,80,colaborativo,neutral,False,"Cliente manifiesta desempleo y falta de liquidez, rechazando inicialmente un plan de cuotas. El asesor ofrece una condonación de intereses y descuento de capital para pago total. El cliente acepta la solicitud de negociación, quedando sujeto a aprobación de comité en 8-10 días.",ollama/gemma4:31b-cloud
CONV_00001130,83,['falta_liquidez'],['refinanciacion'],"['evitar_reporte', 'evitar_gastos']",0,,0.0,0,frustrado,ineficaz,False,"El cliente busca una alternativa de pago con un plazo más corto que las ofrecidas por el banco. A pesar de los intentos del asesor por refinanciar, el cliente rechaza las opciones por el tiempo de permanencia. La conversación termina sin acuerdo y con una calificación de satisfacción mínima (1/7) y NPS de 0.",ollama/gemma4:31b-cloud
CONV_00001131,23,['disputa_saldo_o_cobro'],[],[],0,,,0,frustrado,neutral,True,El cliente contacta al banco para reclamar el cobro indebido de una cuota de manejo que debía estar exonerada. El asesor ignora inicialmente la queja para solicitar datos y luego deriva al cliente a líneas telefónicas externas. La conversación termina sin acuerdo de pago y con la disputa del cliente sin resolver.,ollama/gemma4:31b-cloud
CONV_00001132,33,"['desempleo', 'salud']",['refinanciacion'],"['evitar_reporte', 'evitar_gastos']",0,,,20,frustrado,ineficaz,False,"El banco ofrece una consolidación de saldos para reducir la cuota. El cliente manifiesta incapacidad de pago inmediata por salud y situación laboral, solicitando iniciar en agosto. El asesor rechaza la flexibilidad de fecha, resultando en un cierre sin acuerdo de pago.",ollama/gemma4:31b-cloud
CONV_00001133,24,['desconexion_o_rebote'],[],[],0,,,20,neutral,ineficaz,False,El cliente inició el contacto para validar su caso de deuda. El asesor presentó demoras prolongadas en la respuesta y el cliente dejó de interactuar antes de concretar un acuerdo. La conversación finalizó sin compromiso de pago debido a la desconexión del usuario.,ollama/gemma4:31b-cloud
CONV_00001134,75,['desconexion_o_rebote'],[],[],0,,,20,neutral,ineficaz,False,El cliente interactúa repetidamente con el bot indicando que se trata de una prueba y solicita cerrar la sesión. No se discute la deuda ni se llega a ningún acuerdo. La conversación finaliza por inactividad tras una encuesta de NPS.,ollama/gemma4:31b-cloud
CONV_00001135,42,['desconexion_o_rebote'],[],[],0,,7.0,100,colaborativo,neutral,False,"El cliente muestra interés inicial y califica positivamente una interacción previa, pero en el contacto actual no proporciona los datos de validación solicitados. La conversación termina por inactividad del cliente sin llegar a un acuerdo de pago.",ollama/gemma4:31b-cloud
CONV_00001136,23,['pago_ya_realizado'],[],[],0,,,0,frustrado,neutral,True,"El cliente contacta para consultar por qué aparece en mora alegando que ya realizó el pago. El asesor indica que aún existe un saldo pendiente y 6 días de mora, lo que genera una disputa. La conversación finaliza sin resolución debido a la desconexión del cliente.",ollama/gemma4:31b-cloud
CONV_00001137,20,['consulta_o_tramite'],['refinanciacion'],[],0,,,30,neutral,ineficaz,False,El cliente contacta solicitando hablar con un asesor humano y conocer montos para reducir su mora. El asesor ignora la solicitud de llamada y ofrece una consolidación de deuda que el cliente rechaza. La conversación termina sin acuerdo y con el cliente sin obtener el canal de contacto solicitado.,ollama/gemma4:31b-cloud
CONV_00001138,31,['desconexion_o_rebote'],['extension_plazo'],[],0,,4.0,50,colaborativo,neutral,False,"El cliente contacta para normalizar su deuda. El asesor ofrece el traslado de cuotas en mora al final del crédito, lo cual es aceptado por el cliente. Se radica la negociación en el sistema para retomar seguimiento en 8 días.",ollama/gemma4:31b-cloud
CONV_00001139,30,['desconexion_o_rebote'],['refinanciacion'],['evitar_reporte'],1,miércoles de la próxima semana,,40,neutral,ineficaz,False,El asesor ofrece una refinanciación de la tarjeta de crédito que el cliente rechaza. El cliente manifiesta su intención de pagar el saldo total el próximo miércoles. El asesor no resuelve la duda sobre la disminución del saldo por pago total y finaliza la sesión.,ollama/gemma4:31b-cloud
CONV_00001140,30,['pago_ya_realizado'],[],[],0,,0.0,0,indignado,neutral,True,"El cliente contacta para informar que ya realizó el pago vía PSE tras recibir un mensaje de cobro. El asesor indica que no figura en sistema, por lo que el cliente envía los soportes y expresa molestia por la falta de actualización de la información. El caso termina con el cliente calificando la experiencia con 0.",ollama/gemma4:31b-cloud
CONV_00001141,21,['desempleo'],['descuento'],[],0,,,20,colaborativo,ineficaz,False,"El cliente contacta al asesor interesado en el descuento pero manifiesta estar desempleada hace un año. Propone realizar un abono parcial de 200 mil, sin embargo, el asesor no brinda alternativas y lo deriva a una casa de cobro externa.",ollama/gemma4:31b-cloud
CONV_00001142,28,['falta_liquidez'],[],[],1,lunes,7.0,100,colaborativo,neutral,False,"El cliente contacta para informar que no puede cumplir un acuerdo previo por falta de liquidez. Tras consultar el saldo de la cuota, el cliente se compromete a realizar el pago el lunes. El resultado es un acuerdo de pago exitoso.",ollama/gemma4:31b-cloud
CONV_00001143,24,['falta_liquidez'],['descuento'],['beneficio_inmediato'],1,agosto,,70,colaborativo,neutral,False,"El banco ofrece un descuento para cancelar la deuda. El cliente manifiesta voluntad de pago pero falta de liquidez inmediata, proponiendo pagar en agosto. El asesor no puede otorgar nuevas condiciones y deriva al cliente a un aliado externo.",ollama/gemma4:31b-cloud
CONV_00001144,21,['consulta_o_tramite'],[],[],0,,,60,neutral,neutral,False,El cliente contacta al banco tras recibir un mensaje de aprobación de normalización de cartera. El asesor informa que el proceso aún se encuentra en etapa de comité y no ha sido radicado. El cliente acepta la información y finaliza la sesión sin concretar pagos.,ollama/gemma4:31b-cloud
CONV_00001145,55,"['falta_liquidez', 'desempleo', 'emergencia_familiar', 'disputa_saldo_o_cobro']",['extension_plazo'],['empatia_y_apoyo'],1,finales de agosto,4.0,50,frustrado,ineficaz,True,"Cliente presenta mora por desempleo del cónyuge y gastos imprevistos del hogar. Solicita traslado de cuotas y reporta un error administrativo del banco en el convenio de descuento. La sesión termina abruptamente por fin de turno del asesor sin concretar la solución, dejando al cliente insatisfecho.",ollama/gemma4:31b-cloud
CONV_00001146,22,['desconexion_o_rebote'],['refinanciacion'],['evitar_reporte'],0,,,100,colaborativo,neutral,False,"El cliente contacta para conocer las condiciones de normalización de su tarjeta de crédito. El asesor ofrece un diferido de saldo total a 12 meses, el cual es aceptado por el cliente. La solicitud fue radicada exitosamente quedando a la espera de respuesta en 5-8 días.",ollama/gemma4:31b-cloud
CONV_00001147,43,['consulta_o_tramite'],['extension_plazo'],['evitar_reporte'],0,,,60,neutral,neutral,False,El cliente contacta para consultar la aprobación de un acuerdo de pago previo. El asesor informa sobre cambios en las condiciones (marca de reestructurado) y el cliente manifiesta confusión sobre los términos. La conversación finaliza con la gestión de una llamada del asesor encargado.,ollama/gemma4:31b-cloud
CONV_00001148,21,['consulta_o_tramite'],[],[],0,,,30,colaborativo,ineficaz,False,"El cliente contacta para solicitar información sobre la radicación de documentos de una negociación ya aprobada. El asesor ignora la consulta específica sobre los documentos y solicita el pago inmediato, resultando en una desconexión sin resolver la duda del cliente.",ollama/gemma4:31b-cloud
